0,0,0,0,37.97,0,0,69.45,0
0,0,0,16.875,29.5325,0,0,104.4733333,0
112.06,0,59.4,0,29.5325,0,0,209.25,0
0,0,59.4,16.875,29.5325,64.125,62.4375,140.625,48
0,0,59.4,62.44,22.5,52.5,120.095,220.125,48
513.91,0,0,16.875,22.5,0,139.7825,160.875,48
0,0,0,62.44,0,128.25,76.5,98.25,69
8.1,106.8766667,108,79.315,0,81.565,37.125,24,0
440.78,0,0,0,120.855,0,7.0325,24,0
0,0,0,16.875,64.6875,0,0,109.125,0
78.28,0,0,0,22.315,0,0,0,0
0,0,0,16.875,54.845,0,0,96.975,0
